arrondissement,year,actifs_occupes,big_house,cdd,chomeurs,college_grad,csp_employed,csp_plus,empaid,fam_mono,immigration,interim,min_diploma,non_college,pop2554,pop3044,pop4559,pop5579,pop6074,retired,youth
1,2006-12-31,9485.059228000002,1252.732849,1012.6958239999999,895.724765,7890.88472,1701.623443,4739.436591,29.045563,482.374749,3148.134542,32.424709,2623.277344,1897.3936149999997,8849.95751,4707.453445,3416.9288959999994,3858.176771,2104.779557,430.14408299999997,1874.672223
1,2007-12-31,9546.148694,1286.164264,1074.968469,922.094508,8241.363122,1647.5202809999998,4886.163367,41.166504999999994,494.126055,3227.9212189999994,24.481697999999998,2475.048769,1860.338159,8915.091416000001,4817.6307830000005,3442.9367910000005,3983.321277,2267.8417130000003,484.61190899999997,1866.6463780000004
1,2008-12-31,9469.633224000003,1216.4728989999999,993.1901950000001,883.164655,8241.961872000002,1486.5667499999997,5042.215106000002,32.648352,473.505964,3121.3584079999996,25.239742999999997,2245.159195,1834.4428879999998,8845.308159,4818.893497999999,3220.9436909999995,3726.960725,2196.2342940000003,434.413766,1816.1807559999997
1,2009-12-31,9665.691628000002,1302.325425,985.0890810000002,915.091495,8471.428572,1578.8022229999997,5121.184954999999,15.404247,520.4555330000001,3121.4063429999997,31.11469600000001,2248.7272399999997,1852.0491120000002,8967.554268,4852.458183999999,3198.773394,3747.496244,2221.6424309999998,423.110985,1842.0979889999999
1,2010-12-31,9558.18076,1397.237101,959.0310020000001,888.27657,8415.575368000002,1554.0132480000002,5126.709956,13.04789,509.405538,3021.1136680000004,32.949848,2062.217398,1922.670888,8886.736184,4792.879306,3134.6948119999997,3600.179553,2092.698608,388.643955,1779.033595
1,2011-12-31,9453.454848760613,1417.6497178933155,947.4607797369597,963.6022533354893,8540.444467177655,1563.7653010884758,4960.733445991277,12.344758402823748,527.9155951284997,2994.786672560347,42.47244972418901,2029.3741678682602,1994.9940047501586,8777.746474706322,4655.468556747766,3231.837890816405,3800.427007443969,2262.3301042504195,389.13290380206143,1792.0712930073457
1,2012-12-31,9110.70895629148,1398.2459573877309,836.41723775099,962.9865443919746,8389.626150235305,1412.962793583123,4912.584676994854,10.844266049802279,529.1286075499736,3073.3926709052816,49.079382652858975,1941.1656695244233,1999.9648691696916,8609.76777899244,4446.7405353179765,3199.6535105473945,3654.870313455501,2182.9416038481986,323.5879194545695,1735.2631587091328
1,2013-12-31,8883.849949061861,1405.1233300495592,806.1196893691556,949.6565970270611,8296.058923066534,1398.2420842587153,4793.74743713252,13.99083898844972,590.7388811687464,3050.2440580926645,47.25552560778943,1968.4207640452028,1937.6152766582518,8404.985386487348,4289.383291553723,3254.8349524064415,3750.345542232681,2266.175855438157,340.3410094649934,1700.8864833332948
1,2014-12-31,8438.116224770245,1327.0329610194926,718.1794926269764,942.1983203283331,8100.4379555470405,1287.2470193435943,4532.168004931941,12.61041887882673,594.1403089298628,2942.030989254208,45.72902836950456,1874.5506548950284,1875.5601506746875,8090.9225699989065,4152.774018970455,3231.7460588890385,3869.012161215771,2421.806976277619,357.3270415984332,1612.021135159096
1,2015-12-31,8135.217081924656,1229.5992712893901,702.0593123603727,973.6971809017425,8011.213374582873,1210.4012079883648,4281.465961782621,12.10259654639823,632.3757092579438,2942.3528140547537,42.215195892594245,1866.1398018538014,1763.115590945596,7805.764184929123,3895.761430312836,3286.4266803102882,3942.259002985984,2494.792694291331,372.5272547191495,1604.5264687417687
1,2016-12-31,8061.414072427118,1189.866717996239,680.6717750192055,984.1563839750786,7935.344898721197,1256.9688935366141,4183.29755571952,11.94490593634706,665.6019524373021,2976.120594180517,35.450345596368905,1804.5268915190939,1570.410940816911,7786.298294476566,3804.7829226725166,3264.213721375194,3706.8112191421983,2356.2003277757076,378.1875603309273,1586.0819343382273
1,2017-12-31,7674.372659798974,1317.3806139254948,630.731613691274,974.7525582041724,7734.32461172913,1192.9949230814907,4395.179859549199,3.881996772955514,689.1681652919743,2905.9230150517287,47.797033065661466,1777.5173595322444,1778.6651332218823,7497.269520601338,3610.7783687260708,3280.4463384819055,3810.0948044495562,2399.6287038057944,323.8532188161016,1524.9862647032958
1,2018-12-31,7364.673890949216,1330.1972597205536,596.2414536634657,987.6238739157619,7617.5208799473185,1159.9230482498403,4283.8174363748285,1.7498494625559076,720.3019025725863,2867.6236275707006,50.125542042855876,1748.8007615224851,1782.4637368139342,7251.348522670765,3437.3992913544207,3323.6922946720224,3896.9503429043316,2465.885044187283,321.25048164095233,1483.765832357178
1,2019-12-31,7043.2736355903135,1330.2312570980598,572.953617710205,1017.0716302289527,7555.510082511699,1114.2438269021632,4140.396125023701,-0.15386422653320153,745.0636992358982,2851.1912901083087,52.21626089696892,1690.6949261946947,1772.9905244903457,6991.461338424141,3259.1663232849655,3387.0346812016405,4009.6341986594166,2557.762662371859,323.622199740074,1450.0442709769536
2,2006-12-31,11895.337850000002,1018.385311,1290.33918,1567.786333,9096.077594,1978.947734,5963.54048,41.973553,566.259461,5010.314042,104.020427,3629.5591990000003,2097.169725,11879.125223,6506.501577,3679.6303129999997,3423.908743,1812.083063,472.59054299999997,2452.882394
2,2007-12-31,12395.55935,1019.461994,1246.3112899999999,1479.361332,9643.901842000001,1994.84803,6219.683719000001,32.386211,628.449895,5115.108319999999,101.60063799999999,3479.122503,2168.478633,12239.192525999999,6748.425036,3810.3219149999995,3476.2075690000006,1828.625765,456.07846000000006,2422.171741
2,2008-12-31,12449.383546,1028.157712,1305.0029720000002,1411.449192,9832.009332000001,1953.9435079999998,6285.454691,27.175264000000002,629.665752,4990.703835,109.73791599999998,3352.3555369999995,2097.7606750000004,12172.654114000003,6650.043699999999,3818.5201290000005,3586.7437419999997,1960.1307740000004,500.15487700000006,2507.076969
2,2009-12-31,12794.287723000001,1098.4130879999998,1324.918278,1458.5796050000001,10199.875105,2035.63066,6589.8114350000005,21.944357000000004,642.577941,5043.996015,86.09977700000002,3426.397516,2107.747738,12417.603214999997,6870.911043000001,3711.3608430000004,3804.738501,2153.170874,520.83249,2616.0694740000004
2,2010-12-31,13079.132959,1105.819842,1286.017317,1544.7751650000002,10444.284526,2035.334171,6722.286389000001,16.381157,642.190144,5049.640823999999,84.81038299999999,3263.7089570000003,2265.582943,12869.386720999999,7026.034505,3837.1325229999993,3703.415383,2141.350915,479.275012,2585.453332
2,2011-12-31,12897.06726017462,1068.2068864518906,1275.2872007570006,1661.053113788084,10460.358469335959,1955.8468616717014,6647.984247209734,17.572700870256114,653.9025681475499,4927.786019484269,67.67435111587379,3146.224725079539,2211.194893283158,12705.651357974324,6879.322089425577,3842.3640107575343,3767.2280783837214,2229.0905746227772,468.00236813578636,2588.6320616106464
2,2012-12-31,12705.57494581785,1013.8839799093602,1323.683662078664,1628.46986734022,10330.435198078145,1872.4844478227105,6604.611507440081,13.208851977153769,627.040243714044,4862.748812531778,72.90054570219762,2963.8434590140305,2121.905795779294,12238.743463926932,6610.954778862975,3719.2408921194483,3689.0924348395697,2242.412786282789,427.7693655001757,2725.0395996527923
