,date,ville,arrondissement,N,farleft,left,green,center,right,farright,other,type,incumbent,year_weights,unemployment,samplesize_agg,farleft_agg,left_agg,green_agg,center_agg,right_agg,farright_agg
149,2012-06-10,Paris,12,24112,1810,10344,1571,799,6232,1428,1928,legislative,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
150,2014-03-23,Paris,12,27260,1469,10195,2743,0,9089,1844,1920,municipale,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
151,2014-05-25,Paris,12,24708,1597,5166,3494,3120,4728,2453,4150,european,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
152,2015-12-06,Paris,12,26840,1905,9136,3078,0,7654,2767,2300,regional,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
153,2017-04-23,Paris,12,55584,11563,6380,0,19954,11789,3248,2650,president,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
154,2017-06-11,Paris,12,38950,5003,5884,2594,15673,5764,1309,2723,legislative,left,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
155,2019-05-25,Paris,12,46856,2579,4474,9828,14285,3658,3596,8436,european,farright,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
156,2007-04-22,Paris,13,24543,1291,9149,717,5263,6514,1228,381,president,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
157,2007-06-10,Paris,13,17888,1517,6951,766,1999,5723,476,456,legislative,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
158,2008-03-09,Paris,13,17704,1387,8823,1146,1601,3779,598,370,municipale,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
159,2009-06-07,Paris,13,16707,1926,3129,4841,1486,3416,470,1439,european,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
160,2010-03-14,Paris,13,17988,2075,5944,3744,781,3423,1132,889,regional,left,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
161,2012-04-22,Paris,13,37703,5111,15189,1625,3535,8435,2801,1007,president,right,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
162,2012-06-10,Paris,13,28101,3103,8250,6074,1014,6209,1937,1514,legislative,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
163,2014-03-23,Paris,13,31086,1824,13819,3054,0,7766,2320,2303,municipale,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
164,2014-05-25,Paris,13,28215,2243,6556,4189,3219,4383,2926,4699,european,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
165,2015-12-06,Paris,13,30958,2759,11345,3729,0,7000,3362,2763,regional,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
166,2017-04-23,Paris,13,65649,16058,7785,0,22751,11353,4255,3447,president,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
167,2017-06-11,Paris,13,44017,6695,4804,4071,17053,4394,1932,5068,legislative,left,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
168,2019-05-25,Paris,13,54583,4061,5309,11234,15036,3452,4586,10905,european,farright,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
169,2007-04-22,Paris,14,19060,805,6450,504,4422,5736,873,270,president,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
170,2007-06-10,Paris,14,14569,814,1273,4103,2463,5256,350,310,legislative,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
171,2008-03-09,Paris,14,14500,543,6529,1165,2019,3450,438,356,municipale,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
172,2009-06-07,Paris,14,13807,1175,2339,4000,1355,3516,339,1083,european,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
173,2010-03-14,Paris,14,14654,1305,4415,3049,671,3606,836,772,regional,left,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
174,2012-04-22,Paris,14,29119,3338,11002,1276,3050,7892,1859,702,president,right,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
175,2012-06-10,Paris,14,22502,1815,6756,4147,1086,6075,1293,1330,legislative,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
176,2014-03-23,Paris,14,26042,1365,9868,2286,0,8621,1496,2406,municipale,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
177,2014-05-25,Paris,14,23743,1420,5143,3308,3222,4538,2150,3962,european,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
178,2015-12-06,Paris,14,25318,1692,8785,2905,0,7452,2378,2106,regional,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
179,2017-04-23,Paris,14,51444,9911,5927,0,19134,11461,2748,2263,president,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
180,2017-06-11,Paris,14,36421,3736,5329,2766,14722,5327,1195,3346,legislative,left,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
181,2019-05-25,Paris,14,44567,2220,3966,9203,14449,3602,3277,7850,european,farright,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
182,2007-04-22,Paris,15,32218,866,7832,653,7388,13363,1545,571,president,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
183,2007-06-10,Paris,15,24433,706,5987,781,2823,10394,616,3126,legislative,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
184,2008-03-09,Paris,15,23753,531,8519,950,1771,8062,711,3209,municipale,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
185,2009-06-07,Paris,15,22868,1176,2951,5115,2106,8599,643,2278,european,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
186,2010-03-14,Paris,15,24255,1287,5750,3842,1048,9161,1570,1597,regional,left,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
187,2012-04-22,Paris,15,48916,3593,14373,1528,5625,19547,3208,1042,president,right,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
188,2012-06-10,Paris,15,38473,1317,13004,1099,1577,17718,1998,1760,legislative,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
189,2014-03-23,Paris,15,43989,1179,12801,1965,0,21362,2776,3906,municipale,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
190,2014-05-25,Paris,15,39945,1355,6588,3725,5969,11526,4219,6563,european,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
191,2015-12-06,Paris,15,42886,1638,11185,3273,0,18167,4657,3966,regional,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
192,2017-04-23,Paris,15,88096,11560,6729,0,31692,29799,4634,3682,president,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
193,2017-06-11,Paris,15,63059,4227,4199,2389,28400,18068,1983,3793,legislative,left,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
194,2019-05-25,Paris,15,75571,2627,5118,11907,28259,11257,6142,10261,european,farright,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
195,2007-04-22,Paris,16,21671,232,2443,252,3560,13873,961,350,president,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
196,2007-06-10,Paris,16,15439,143,1408,310,1468,10278,403,1429,legislative,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
197,2008-03-09,Paris,16,13831,0,2362,335,1195,7152,505,2282,municipale,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
198,2009-06-07,Paris,16,14656,266,870,1930,1045,8706,438,1401,european,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
199,2010-03-14,Paris,16,14802,301,1674,1378,455,8960,1045,989,regional,left,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
200,2012-04-22,Paris,16,32707,1044,4752,569,2820,21209,1824,489,president,right,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
201,2012-06-10,Paris,16,22949,269,3446,474,768,13671,1244,3077,legislative,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
202,2014-03-23,Paris,16,26188,273,3399,605,0,16511,1572,3828,municipale,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
203,2014-05-25,Paris,16,24924,314,2048,970,3501,11484,2706,3901,european,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
204,2015-12-06,Paris,16,27629,363,3509,987,0,17698,2936,2136,regional,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
205,2017-04-23,Paris,16,59217,3196,1743,0,15778,34613,2424,1463,president,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
206,2017-06-11,Paris,16,37832,860,857,595,16856,14408,1241,3015,legislative,left,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
207,2019-05-25,Paris,16,49639,569,1562,4167,22885,12023,4092,4341,european,farright,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
208,2007-04-22,Paris,17,21473,570,4933,421,4343,9882,1004,320,president,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
209,2007-06-10,Paris,17,15644,366,3225,558,1869,8692,506,428,legislative,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
210,2008-03-09,Paris,17,15034,171,5443,686,1485,6620,629,0,municipale,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
211,2009-06-07,Paris,17,14422,729,1583,3125,1196,6017,426,1346,european,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
212,2010-03-14,Paris,17,14950,824,2898,2504,580,6210,1021,913,regional,left,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
213,2012-04-22,Paris,17,33166,2404,8935,1012,3396,14696,2097,626,president,right,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
214,2012-06-10,Paris,17,24729,729,7845,1058,841,8692,1349,4215,legislative,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
215,2014-03-23,Paris,17,27497,847,6981,1811,0,14721,1774,1363,municipale,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
216,2014-05-25,Paris,17,25161,875,3525,2306,3731,8044,2580,4100,european,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
217,2015-12-06,Paris,17,27625,1025,6630,2090,0,12887,2787,2206,regional,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
218,2017-04-23,Paris,17,61090,7908,4199,0,21051,23036,2804,2092,president,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
219,2017-06-11,Paris,17,41624,3068,3131,1511,19472,10888,1226,2328,legislative,left,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
220,2019-05-25,Paris,17,50920,1788,3003,7833,20314,7610,3651,6721,european,farright,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
221,2007-04-22,Paris,18,22218,1181,9223,749,4414,5209,1152,290,president,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
222,2007-06-10,Paris,18,15419,1293,5944,1131,1592,4582,527,350,legislative,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
223,2008-03-09,Paris,18,15660,994,7760,1622,1048,3014,549,673,municipale,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
224,2009-06-07,Paris,18,14418,1741,2447,4815,1055,2690,470,1200,european,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
225,2010-03-14,Paris,18,15401,2006,4558,3931,521,2689,1037,659,regional,left,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
226,2012-04-22,Paris,18,35173,5397,15136,1903,2721,6849,2312,855,president,right,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
227,2012-06-10,Paris,18,25686,2782,11951,2430,738,5299,1478,1008,legislative,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
228,2014-03-23,Paris,18,27992,2012,11156,3542,0,7065,1898,2319,municipale,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
229,2014-05-25,Paris,18,25127,2084,5530,4853,2431,3439,2333,4457,european,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
230,2015-12-06,Paris,18,27085,2705,10074,3860,0,5566,2662,2218,regional,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
231,2017-04-23,Paris,18,62286,17677,8303,0,21061,9052,3403,2790,president,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
232,2017-06-11,Paris,18,40269,6917,6643,4795,5057,8959,1510,6388,legislative,left,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
233,2019-05-25,Paris,18,49836,3733,4755,12885,12559,2395,3596,9913,european,farright,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
234,2007-04-22,Paris,19,20910,1216,8283,640,3630,5804,1065,272,president,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
235,2007-06-10,Paris,19,14246,1516,4836,1048,1398,4633,446,369,legislative,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
236,2008-03-09,Paris,19,14279,815,7445,1192,974,3048,519,286,municipale,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
237,2009-06-07,Paris,19,12871,1651,2259,3813,949,2603,403,1193,european,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
238,2010-03-14,Paris,19,13910,1968,4288,3189,496,2418,916,635,regional,left,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
239,2012-04-22,Paris,19,33349,5249,13773,1556,2222,7495,2241,813,president,right,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
240,2012-06-10,Paris,19,23347,2892,9904,2393,713,4859,1405,1181,legislative,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
241,2014-03-23,Paris,19,25401,1807,10715,3267,0,6545,2018,1049,municipale,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
242,2014-05-25,Paris,19,21978,2052,4784,4217,1811,3270,2136,3708,european,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
243,2015-12-06,Paris,19,24634,2688,8877,3632,0,4637,2557,2243,regional,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
244,2017-04-23,Paris,19,59002,18112,7667,0,17463,9611,3408,2741,president,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
245,2017-06-11,Paris,19,37050,7257,3324,4046,13649,2807,1577,4390,legislative,left,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
246,2019-05-25,Paris,19,44736,4137,4253,10581,10084,2378,3418,9885,european,farright,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
247,2007-04-22,Paris,20,24375,1541,10338,846,4461,5646,1211,332,president,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
248,2007-06-10,Paris,20,17157,1902,5387,1153,1741,4430,522,2022,legislative,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
249,2008-03-09,Paris,20,16936,1437,6490,1603,1238,1226,612,4330,municipale,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
250,2009-06-07,Paris,20,15679,2316,2712,5027,1187,2665,461,1311,european,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
251,2010-03-14,Paris,20,17139,2597,5260,4220,633,2547,1114,768,regional,left,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
252,2012-04-22,Paris,20,38319,6668,16513,1913,2610,6956,2658,1001,president,right,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
253,2012-06-10,Paris,20,28029,4066,9825,5243,808,4702,1769,1616,legislative,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
254,2014-03-23,Paris,20,30151,3122,11246,3286,0,6290,2256,3951,municipale,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
255,2014-05-25,Paris,20,26919,2728,5801,5210,2314,3288,2514,5064,european,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
256,2015-12-06,Paris,20,29785,3698,11104,4455,0,5056,3017,2455,regional,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
257,2017-04-23,Paris,20,66342,21117,9235,0,20293,8481,3929,3287,president,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
258,2017-06-11,Paris,20,42523,8551,7925,5752,4818,3185,1812,10480,legislative,left,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
259,2019-05-25,Paris,20,53665,4970,5598,13286,11509,2313,4008,11981,european,farright,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
